#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_001396915.1	PRJEB2221	SAMEA961615	CNCN00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 89		latest	Scaffold	Major	Full	2015/07/14	6174_8#4	SC	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/396/915/GCA_001396915.1_6174_8_4	low contig N50 ; low quality sequence ; validation errors	
GCA_001396935.1	PRJEB2221	SAMEA961616	CNCJ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 90		latest	Scaffold	Major	Full	2015/07/14	6174_8#5	SC	GCF_001396935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/396/935/GCA_001396935.1_6174_8_5		
GCA_001396955.1	PRJEB2221	SAMEA961617	CNBU00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 83		latest	Scaffold	Major	Full	2015/07/14	6174_6#10	SC	GCF_001396955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/396/955/GCA_001396955.1_6174_6_10		
GCA_001396975.1	PRJEB2221	SAMEA961618	CNBZ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 84		latest	Scaffold	Major	Full	2015/07/14	6174_6#11	SC	GCF_001396975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/396/975/GCA_001396975.1_6174_6_11		
GCA_001396995.1	PRJEB2221	SAMEA961619	CNBW00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 85		latest	Scaffold	Major	Full	2015/07/14	6174_6#12	SC	GCF_001396995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/396/995/GCA_001396995.1_6174_6_12		
GCA_001397015.1	PRJEB2221	SAMEA961621	CNEA00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 112		latest	Scaffold	Major	Full	2015/07/14	6280_4#3	SC	GCF_001397015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/015/GCA_001397015.1_6280_4_3		
GCA_001397035.1	PRJEB2221	SAMEA961623	CNCK00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 93		latest	Scaffold	Major	Full	2015/07/14	6174_8#8	SC	GCF_001397035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/035/GCA_001397035.1_6174_8_8		
GCA_001397055.1	PRJEB2221	SAMEA961624	CNCF00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 96		latest	Scaffold	Major	Full	2015/07/14	6174_8#11	SC	GCF_001397055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/055/GCA_001397055.1_6174_8_11		
GCA_001397075.1	PRJEB2221	SAMEA961625	CNCD00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 95		latest	Scaffold	Major	Full	2015/07/14	6174_8#10	SC	GCF_001397075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/075/GCA_001397075.1_6174_8_10		
GCA_001397095.1	PRJEB2221	SAMEA961626	CNDJ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 98		latest	Scaffold	Major	Full	2015/07/15	6280_3#1	SC	GCF_001397095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/095/GCA_001397095.1_6280_3_1		
GCA_001397115.1	PRJEB2221	SAMEA961627	CNCH00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 97		latest	Scaffold	Major	Full	2015/07/14	6174_8#12	SC	GCF_001397115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/115/GCA_001397115.1_6174_8_12		
GCA_001397135.1	PRJEB2221	SAMEA961628	CNDO00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 100		latest	Scaffold	Major	Full	2015/07/14	6280_3#3	SC	GCF_001397135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/135/GCA_001397135.1_6280_3_3		
GCA_001397155.1	PRJEB2221	SAMEA961629	CNDM00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 99		latest	Scaffold	Major	Full	2015/07/15	6280_3#2	SC	GCF_001397155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/155/GCA_001397155.1_6280_3_2		
GCA_001397175.1	PRJEB2221	SAMEA961630	CNDQ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 102		latest	Scaffold	Major	Full	2015/07/15	6280_3#5	SC	GCF_001397175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/175/GCA_001397175.1_6280_3_5		
GCA_001397195.1	PRJEB2221	SAMEA961631	CNDN00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 101		latest	Scaffold	Major	Full	2015/07/14	6280_3#4	SC	GCF_001397195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/195/GCA_001397195.1_6280_3_4		
GCA_001397215.1	PRJEB2221	SAMEA961632	CNDR00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 105		latest	Scaffold	Major	Full	2015/07/15	6280_3#8	SC	GCF_001397215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/215/GCA_001397215.1_6280_3_8		
GCA_001397235.1	PRJEB2221	SAMEA961633	CNDS00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 106		latest	Scaffold	Major	Full	2015/07/14	6280_3#9	SC	GCF_001397235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/235/GCA_001397235.1_6280_3_9		
GCA_001397255.1	PRJEB2221	SAMEA961634	CNDP00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 103		latest	Scaffold	Major	Full	2015/07/14	6280_3#6	SC	GCF_001397255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/255/GCA_001397255.1_6280_3_6		
GCA_001397275.1	PRJEB2221	SAMEA961636	CNDL00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 109		latest	Scaffold	Major	Full	2015/07/14	6280_3#12	SC	GCF_001397275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/275/GCA_001397275.1_6280_3_12		
GCA_001397295.1	PRJEB2221	SAMEA961637	CNDV00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 110		latest	Scaffold	Major	Full	2015/07/14	6280_4#1	SC	GCF_001397295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/295/GCA_001397295.1_6280_4_1		
GCA_001397315.1	PRJEB2221	SAMEA961638	CNDI00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 107		latest	Scaffold	Major	Full	2015/07/14	6280_3#10	SC	GCF_001397315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/315/GCA_001397315.1_6280_3_10		
GCA_001397335.1	PRJEB2221	SAMEA961639	CNDK00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 108		latest	Scaffold	Major	Full	2015/07/14	6280_3#11	SC	GCF_001397335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/335/GCA_001397335.1_6280_3_11		
GCA_001397355.1	PRJEB2221	SAMEA961640	CNBD00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=BIR-14		latest	Scaffold	Major	Full	2015/07/14	5237_3#6	SC	GCF_001397355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/355/GCA_001397355.1_5237_3_6		
GCA_001397375.1	PRJEB2221	SAMEA961641	CNBG00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=BIR-15		latest	Scaffold	Major	Full	2015/07/14	5237_3#7	SC	GCF_001397375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/375/GCA_001397375.1_5237_3_7		
GCA_001397395.1	PRJEB2221	SAMEA961643	CNCX00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 30		latest	Scaffold	Major	Full	2015/07/15	6221_2#7	SC	GCF_001397395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/395/GCA_001397395.1_6221_2_7		
GCA_001397415.1	PRJEB2221	SAMEA961644	CNDE00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 16		latest	Scaffold	Major	Full	2015/07/15	6221_2#1	SC	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/415/GCA_001397415.1_6221_2_1	abnormal gene to sequence ratio ; genome length too large ; high contig L50 ; low contig N50 ; validation errors	
GCA_001397435.1	PRJEB2221	SAMEA961646	CNCU00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 27		latest	Scaffold	Major	Full	2015/07/14	6221_2#5	SC	GCF_001397435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/435/GCA_001397435.1_6221_2_5		
GCA_001397455.1	PRJEB2221	SAMEA961647	CNCQ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 18		latest	Scaffold	Major	Full	2015/07/14	6221_2#2	SC	GCF_001397455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/455/GCA_001397455.1_6221_2_2		
GCA_001397475.1	PRJEB2221	SAMEA961648	CNCR00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 22		latest	Scaffold	Major	Full	2015/07/14	6221_2#3	SC	GCF_001397475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/475/GCA_001397475.1_6221_2_3		
GCA_001397495.1	PRJEB2221	SAMEA961649	CNDT00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 111		latest	Scaffold	Major	Full	2015/07/15	6280_4#2	SC	GCF_001397495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/495/GCA_001397495.1_6280_4_2		
GCA_001397515.1	PRJEB2221	SAMEA961650	CNCZ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 41		latest	Scaffold	Major	Full	2015/07/14	6221_3#5	SC	GCF_001397515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/515/GCA_001397515.1_6221_3_5		
GCA_001397535.1	PRJEB2221	SAMEA961651	CNDD00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 40		latest	Scaffold	Major	Full	2015/07/14	6221_3#4	SC	GCF_001397535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/535/GCA_001397535.1_6221_3_4		
GCA_001397555.1	PRJEB2221	SAMEA961652	CNDC00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 39		latest	Scaffold	Major	Full	2015/07/14	6221_3#3	SC	GCF_001397555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/555/GCA_001397555.1_6221_3_3		
GCA_001397575.1	PRJEB2221	SAMEA961653	CNCW00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 38		latest	Scaffold	Major	Full	2015/07/15	6221_3#2	SC	GCF_001397575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/575/GCA_001397575.1_6221_3_2		
GCA_001397595.1	PRJEB2221	SAMEA961655	CNCO00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 36		latest	Scaffold	Major	Full	2015/07/14	6221_2#12	SC	GCF_001397595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/595/GCA_001397595.1_6221_2_12		
GCA_001397615.1	PRJEB2221	SAMEA961656	CNCM00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 35		latest	Scaffold	Major	Full	2015/07/14	6221_2#11	SC	GCF_001397615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/615/GCA_001397615.1_6221_2_11		
GCA_001397635.1	PRJEB2221	SAMEA961657	CNCP00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 34		latest	Scaffold	Major	Full	2015/07/14	6221_2#10	SC	GCF_001397635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/635/GCA_001397635.1_6221_2_10		
GCA_001397655.1	PRJEB2221	SAMEA961658	CNCS00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 33		latest	Scaffold	Major	Full	2015/07/14	6221_2#9	SC	GCF_001397655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/655/GCA_001397655.1_6221_2_9		
GCA_001397675.1	PRJEB2221	SAMEA961659	CNCV00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 31		latest	Scaffold	Major	Full	2015/07/14	6221_2#8	SC	GCF_001397675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/675/GCA_001397675.1_6221_2_8		
GCA_001397695.1	PRJEB2221	SAMEA961660	CNCY00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 42		latest	Scaffold	Major	Full	2015/07/14	6221_3#6	SC	GCF_001397695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/695/GCA_001397695.1_6221_3_6		
GCA_001397715.1	PRJEB2221	SAMEA961661	CNDF00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 43		latest	Scaffold	Major	Full	2015/07/14	6221_3#7	SC	GCF_001397715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/715/GCA_001397715.1_6221_3_7		
GCA_001397735.1	PRJEB2221	SAMEA961662	CNDG00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 44		latest	Scaffold	Major	Full	2015/07/15	6221_3#8	SC	GCF_001397735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/735/GCA_001397735.1_6221_3_8		
GCA_001397755.1	PRJEB2221	SAMEA961663	CNDH00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 45		latest	Scaffold	Major	Full	2015/07/15	6221_3#9	SC	GCF_001397755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/755/GCA_001397755.1_6221_3_9		
GCA_001397775.1	PRJEB2221	SAMEA961664	CNDA00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 47		latest	Scaffold	Major	Full	2015/07/15	6221_3#10	SC	GCF_001397775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/775/GCA_001397775.1_6221_3_10		
GCA_001397795.1	PRJEB2221	SAMEA961665	CNDB00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 48		latest	Scaffold	Major	Full	2015/07/15	6221_3#11	SC	GCF_001397795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/795/GCA_001397795.1_6221_3_11		
GCA_001397815.1	PRJEB2221	SAMEA961666	CNCT00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 49		latest	Scaffold	Major	Full	2015/07/14	6221_3#12	SC	GCF_001397815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/815/GCA_001397815.1_6221_3_12		
GCA_001397835.1	PRJEB2221	SAMEA961667	CNAV00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 50		latest	Scaffold	Major	Full	2015/07/14	6174_1#1	SC	GCF_001397835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/835/GCA_001397835.1_6174_1_1		
GCA_001397855.1	PRJEB2221	SAMEA961668	CNBC00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 51		latest	Scaffold	Major	Full	2015/07/14	6174_1#2	SC	GCF_001397855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/855/GCA_001397855.1_6174_1_2		
GCA_001397875.1	PRJEB2221	SAMEA961669	CNBA00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 52		latest	Scaffold	Major	Full	2015/07/14	6174_1#3	SC	GCF_001397875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/875/GCA_001397875.1_6174_1_3		
GCA_001397895.1	PRJEB2221	SAMEA961670	CNBH00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 58		latest	Scaffold	Major	Full	2015/07/14	6174_1#9	SC	GCF_001397895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/895/GCA_001397895.1_6174_1_9		
GCA_001397915.1	PRJEB2221	SAMEA961671	CNBJ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 57		latest	Scaffold	Major	Full	2015/07/14	6174_1#8	SC	GCF_001397915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/915/GCA_001397915.1_6174_1_8		
GCA_001397935.1	PRJEB2221	SAMEA961672	CNBF00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 60		latest	Scaffold	Major	Full	2015/07/14	6174_1#11	SC	GCF_001397935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/935/GCA_001397935.1_6174_1_11		
GCA_001397955.1	PRJEB2221	SAMEA961673	CNAZ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 59		latest	Scaffold	Major	Full	2015/07/14	6174_1#10	SC	GCF_001397955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/955/GCA_001397955.1_6174_1_10		
GCA_001397975.1	PRJEB2221	SAMEA961674	CNAY00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 54		latest	Scaffold	Major	Full	2015/07/14	6174_1#5	SC	GCF_001397975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/975/GCA_001397975.1_6174_1_5		
GCA_001397995.1	PRJEB2221	SAMEA961675	CNBE00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 53		latest	Scaffold	Major	Full	2015/07/14	6174_1#4	SC	GCF_001397995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/397/995/GCA_001397995.1_6174_1_4		
GCA_001398015.1	PRJEB2221	SAMEA961676	CNBB00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 56		latest	Scaffold	Major	Full	2015/07/14	6174_1#7	SC	GCF_001398015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/398/015/GCA_001398015.1_6174_1_7		
GCA_001398035.1	PRJEB2221	SAMEA961677	CNBL00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 55		latest	Scaffold	Major	Full	2015/07/14	6174_1#6	SC	GCF_001398035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/398/035/GCA_001398035.1_6174_1_6		
GCA_001398055.1	PRJEB2221	SAMEA961678	CNBK00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 62		latest	Scaffold	Major	Full	2015/07/14	6174_2#1	SC	GCF_001398055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/398/055/GCA_001398055.1_6174_2_1		
GCA_001398075.1	PRJEB2221	SAMEA961679	CNBI00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=Bir 61		latest	Scaffold	Major	Full	2015/07/14	6174_1#12	SC	GCF_001398075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/398/075/GCA_001398075.1_6174_1_12		
GCA_001421035.1	PRJNA245553	SAMN02819978	JRJT00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=TBR-103		latest	Contig	Major	Full	2015/10/30	xdr4v01	Corporacion para Investigaciones Biologicas and J Craig Venter Institute	GCF_001421035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/421/035/GCA_001421035.1_xdr4v01		
GCA_001439455.1	PRJNA176956	SAMN04247103	AMYE00000000.1	na	1350393	1773	Mycobacterium tuberculosis 10	strain=10		latest	Scaffold	Major	Full	2015/11/06	ASM143945v1	BGI Research Institute	GCF_001439455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/439/455/GCA_001439455.1_ASM143945v1		
GCA_001443085.1	PRJNA245553	SAMN02819976	JRJR00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=TBR-175		latest	Contig	Major	Full	2015/11/13	xdr2v01	Corporacion para Investigaciones Biologicas and J Craig Venter Institute	GCF_001443085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/443/085/GCA_001443085.1_xdr2v01		
GCA_001443105.1	PRJNA245553	SAMN02819975	JRJQ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=TBR-152		latest	Contig	Major	Full	2015/11/13	xdr1v01	Corporacion para Investigaciones Biologicas and J Craig Venter Institute	GCF_001443105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/443/105/GCA_001443105.1_xdr1v01		
GCA_001445055.1	PRJNA288586	SAMN03813798	LKDL00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=H_7300		latest	Contig	Major	Full	2015/11/17	ASM144505v1	Columbia University Mailman School of Public Health	GCF_001445055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/055/GCA_001445055.1_ASM144505v1		
GCA_001445075.1	PRJNA288586	SAMN03813802	LKDM00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=H6_7420		latest	Scaffold	Major	Full	2015/11/17	ASM144507v1	Columbia University Mailman School of Public Health	GCF_001445075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/075/GCA_001445075.1_ASM144507v1		
GCA_001445095.1	PRJNA288586	SAMN03813777	LKDP00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=AH_14271		latest	Scaffold	Major	Full	2015/11/17	ASM144509v1	Columbia University Mailman School of Public Health	GCF_001445095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/095/GCA_001445095.1_ASM144509v1		
GCA_001445115.1	PRJNA288586	SAMN03813783	LKDR00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=BE_14248		latest	Scaffold	Major	Full	2015/11/17	ASM144511v1	Columbia University Mailman School of Public Health	GCF_001445115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/115/GCA_001445115.1_ASM144511v1		
GCA_001445135.1	PRJNA288586	SAMN03813791	LKDT00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=C30_19588		latest	Scaffold	Major	Full	2015/11/17	ASM144513v1	Columbia University Mailman School of Public Health	GCF_001445135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/135/GCA_001445135.1_ASM144513v1		
GCA_001445155.1	PRJNA288586	SAMN03813775	LKDN00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=BE3_11657		latest	Scaffold	Major	Full	2015/11/17	ASM144515v1	Columbia University Mailman School of Public Health	GCF_001445155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/155/GCA_001445155.1_ASM144515v1		
GCA_001445175.1	PRJNA288586	SAMN03813776	LKDO00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=001_13432		latest	Scaffold	Major	Full	2015/11/17	ASM144517v1	Columbia University Mailman School of Public Health	GCF_001445175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/175/GCA_001445175.1_ASM144517v1		
GCA_001445185.1	PRJNA288586	SAMN03813782	LKDQ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=BE_13443		latest	Scaffold	Major	Full	2015/11/17	ASM144518v1	Columbia University Mailman School of Public Health	GCF_001445185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/185/GCA_001445185.1_ASM144518v1		
GCA_001445215.1	PRJNA288586	SAMN03813786	LKDS00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=C_14229		latest	Contig	Major	Full	2015/11/17	ASM144521v1	Columbia University Mailman School of Public Health	GCF_001445215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/215/GCA_001445215.1_ASM144521v1		
GCA_001445235.1	PRJNA288586	SAMN03813792	LKHH00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=C34_13853		latest	Scaffold	Major	Full	2015/11/17	ASM144523v1	Columbia University Mailman School of Public Health	GCF_001445235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/235/GCA_001445235.1_ASM144523v1		
GCA_001445255.1	PRJNA288586	SAMN03813793	LKIF00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=C4_16679		latest	Contig	Major	Full	2015/11/17	ASM144525v1	Columbia University Mailman School of Public Health	GCF_001445255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/255/GCA_001445255.1_ASM144525v1		
GCA_001445275.1	PRJNA288586	SAMN03813794	LKIG00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=C49_20090		latest	Scaffold	Major	Full	2015/11/17	ASM144527v1	Columbia University Mailman School of Public Health	GCF_001445275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/275/GCA_001445275.1_ASM144527v1		
GCA_001445295.1	PRJNA288586	SAMN03813795	LKIH00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=C53_20899		latest	Scaffold	Major	Full	2015/11/17	ASM144529v1	Columbia University Mailman School of Public Health	GCF_001445295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/295/GCA_001445295.1_ASM144529v1		
GCA_001445315.1	PRJNA288586	SAMN03813796	LKII00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=H_13559		latest	Scaffold	Major	Full	2015/11/17	ASM144531v1	Columbia University Mailman School of Public Health	GCF_001445315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/315/GCA_001445315.1_ASM144531v1		
GCA_001445335.1	PRJNA288586	SAMN03813799	LKIK00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=H55_24991		latest	Scaffold	Major	Full	2015/11/17	ASM144533v1	Columbia University Mailman School of Public Health	GCF_001445335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/335/GCA_001445335.1_ASM144533v1		
GCA_001445345.1	PRJNA288586	SAMN03813800	LKIL00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=H6_10443		latest	Scaffold	Major	Full	2015/11/17	ASM144534v1	Columbia University Mailman School of Public Health	GCF_001445345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/345/GCA_001445345.1_ASM144534v1		
